budget_id,user_id,income_id,needs_amount,wants_amount,investment_amount,income_amount,budget_limit,source,income_date
BGT06437,USR059,INC05797,2050000,1200000,400000,3650000,3250000,freelance,2024-08-05 16:18
BGT03335,USR033,INC04871,1800000,900000,750000,3450000,2700000,internship,
BGT07550,USR043,INC01538,2000000,1050000,800000,3850000,3050000,freelance,2023-07-02 15:51
BGT09396,USR029,INC08997,1050000,600000,500000,2150000,1650000,allowance,2023-11-29 09:05
BGT09549,USR027,INC07444,1100000,600000,450000,2150000,1700000,freelance,2024-07-30 02:23
BGT02771,USR033,INC02169,850000,450000,400000,1700000,1300000,allowance,2024-12-30 23:16
BGT07170,USR030,INC02673,750000,400000,350000,,950000,part_time,2023-09-26 06:58
BGT05846,USR008,INC03110,,,300000,2250000,1900000,scholarship,2023-04-04 03:25
BGT06101,USR052,INC03514,2350000,1400000,1450000,5250000,3750000,business,2023-03-04 02:21
BGT04032,USR061,INC05852,2600000,1400000,750000,4750000,4000000,business,2023-08-06 18:48
BGT01008,USR020,INC07086,900000,500000,400000,1800000,1400000,scholarship,2024-09-03 19:21
BGT01942,USR056,INC04481,2550000,1250000,750000,4550000,3800000,freelance,2024-09-11 17:08
BGT08984,USR069,INC08626,3600000,1900000,1300000rb,6750000,5500000,investment_return,2023-01-24 00:24
BGT03921,USR041,INC07995,2550000,1350000,650000,4550000,3900000,business,2023-03-02 22:48
BGT00502,USR017,INC05963,1100000,650000,600000,2350000,1750000,scholarship,2023-06-17 17:45
BGT02454,USR064,INC04109,,1700000,600000,5150000,4550000,salary,2023-09-01 07:59
BGT01420,USR029,INC00073,2500000,1350000,900000,4750000,4800000,ALLOWANCE,2024-09-12 18:15
BGT02058,USR028,INC00454,2250000,1450000,850000,4550000,3700000,allowance,2024-09-04 16:32
BGT06796,USR064,INC04615,3500000,2050000,1750000,7300000,5550000,INVESTMENT_RETURN,2024-04-11 21:57
BGT02673,USR067,INC08104,2100000,-1300000,1200000,4600000,3400000,bonus,2023-09-16 04:10
BGT04013,USR056,INC04386,3100000,1850000,,6900000,4950000,salary,2024-10-29 04:38
BGT06209,USR053,INC09054,2450000,1500000,450000,4400000,3950000,salary,2023-10-05 01:27
BGT09542,USR003,INC01732,900000,550000,400000,1800000,1450000,allowance,2023-06-29 07:48
BGT04941,USR030,INC04344,,700000,500000,2350000,1900000,freelance,2023-05-02 06:48
BGT08433,USR059,INC09989,2350000,1500000,800000,4650000,3850000,freelance,2024-03-07 22:03
BGT07803,USR043,INC08457,1950000,1300000,900000,4150000,3250000,salary,2024-12-22 00:36
BGT03783,USR042,INC01337,2750000,,900000,5100000,4200000,freelance,2024-01-05 23:17
BGT04621,USR003,INC03863,1350000,850000,400000,2650000,2200000,part_time,2024-01-18 05:46
BGT06151,USR040,INC04309,1800000,900000,650000,3300000,2700000,FREELANCE,2024-07-01 02:41
BGT01378,USR050,INC04881,3500000,2300000,1450000,7250000,5800000,freelance,2023-07-02 00:51
BGT04116,USR049,INC01191,1550000,950000,950000,3450000,2500000,freelance,2024-11-27 10:43
BGT08067,USR011,INC07867,700000,400000,250000,1350000,1100000,allowance,2024-11-20 21:31
BGT05127,USR002,INC00108,1450000,750000,500000,2700000,2200000,part_time,2023-05-23 00:12
BGT05839,USR067,INC09859,3400000,1700000,1200000,6300000,5100000,business,2023-09-08 15:51
BGT08389,USR057,INC01741,4350000,2050000,1500000,7900000,6400000,salary,2024-07-16 17:53
BGT04322,USR058,INC00882,1800000,1100000,900000,3850000,2900000,business,2023-08-18 05:57
BGT07965,USR017,INC01665,1250000,850000,650000,2750000,2100000,part_time,05/09/2024 17:41
BGT09608,USR063,INC09689,3700000,2150000,2150000,8000000,5850000,business,2024-06-16 02:47
BGT06331,USR030,INC05103,1250000,750000,250000rb,2250000,2000000,internship,
BGT03089,USR029,INC03822,1050000,750000,450000,2200000,1800000,internship,2024-03-29 17:34
BGT00576,USR068,INC01454,4500000,2700000,2150000,9350000,7200000,bonus,2024-03-10 13:16
BGT06982,USR038,INC07589,1900000,1300000,1150000,4350000,3200000,allowance,2024-10-14 17:38
BGT00597,USR051,INC01395,3150000,1750000,1300000,6200000,4900000,bonus,2023-07-21 18:57
BGT07474,USR041,INC03747,3550000,1800000,1600000,6950000,5350000,business,
BGT08150,USR049,INC04952,2700000,1600000,1300000,5600000,4300000,salary,2024-03-22 10:25
BGT05188,USR059,INC06625,4150000,-2300000,1250000,7700000,6450000,salary,2023-03-25 10:23
BGT03058,USR048,INC04471,1300000,1000000,700000,3000000,2300000,freelance,2024-12-23 00:32
BGT07127,USR027,INC09035,1550000,1000000,700000,3250000,2550000,allowance,2024-06-11 05:24
BGT05267,USR002,INC06212,1450000,900000,450000,2800000,2350000,scholarship,2024-02-04 22:58
BGT06804,USR033,INC03334,2450000,1500000,500000,4450000,3950000,allowance,2024-10-15 01:35
BGT02403,USR072,INC01567,3000000,1550000,800000,5350000,4550000,business,2023-08-29 13:19
BGT05452,USR049,INC09881,2250000,1200000,950000,4400000,3450000,freelance,2023-11-03 19:54
BGT07840,USR053,INC05929,3000000rb,1600000,1350000,5950000,4600000,business,2023-04-09 06:43
BGT03611,USR062,INC02216,2900000,1850000,1700000,6450000,4750000,salary,2024-10-28 13:53
BGT07408,USR072,INC03917,2500000,1450000,850000rb,4800000,3950000,bonus,2023-03-23 21:59
BGT00309,USR038,INC03355,2300000,1550000,1050000,4900000,3850000,freelance,
BGT08500,USR064,INC00442,4050000,2750000,2050000,8850000,6800000,business,2023-06-11 20:41
BGT05736,USR070,INC04670,2700000,1700000,1250000,5650000,4400000,investment_return,2024-06-04 12:45
BGT02324,USR054,INC05121,,2350000,1200000,7850000,6650000,freelance,2024-01-09 10:54
BGT01784,USR050,INC01189,3800000,1800000,1300000,6900000,5600000,business,2024-05-06 11:54
BGT09011,USR060,INC02930,2700000,,1300000,5750000,4400000,freelance,2024-05-26 01:42
BGT03079,USR041,INC06755,,2550000,1700000,7800000,6050000,bonus,2024-08-27 07:11
BGT04674,USR041,INC07796,1900000,1250000,600000rb,3750000,3150000,freelance,2024-02-03 03:47
BGT08936,USR030,INC06679,900000,500000,450000,1850000,1400000,freelance,2023-10-19 04:09
BGT06195,USR020,INC00075,1050000,650000,450000,2150000,1700000,part_time,2024-01-25 11:40
BGT00826,USR004,INC03198,950000,700000,400000,2000000,1650000,part_time,2024-03-08 22:29
BGT03477,USR008,INC08881,750000,400000,250000,1400000,1150000,allowance,
BGT03394,USR024,INC07058,1500000,950000,950000,3450000,2450000,part_time,2023-11-24 19:56
BGT09816,USR047,INC06036,2050000,1100000,900000,4000000,3150000,bonus,2024-01-07 18:47
BGT04840,USR037,INC05598,950000,600000,450000,2050000,1550000,allowance,2023-10-10 17:05
BGT05951,USR031,INC08228,2050000,1450000,700000,4200000,3500000,freelance,2023-05-13 01:51
BGT00483,USR038,INC02779,950000,650000,400000,2000000,1600000,allowance,2024-01-13 03:06
BGT04288,USR009,INC00949,450000,300000,200000,1000000,750000,allowance,2023-12-17 10:52
BGT02462,USR061,INC00782,4000000,1900000,1200000,7100000,5900000,business,2024-12-26 10:14
BGT06350,USR073,INC01957,3150000,2050000,1650000,6850000,5200000,salary,2023-02-02 02:42
BGT08248,USR074,INC06658,4100000,2750000,1500000,8400000,6850000,business,2024-02-03 01:59
BGT02022,USR027,INC01195,2200000,1450000,750000,4350000,3650000,internship,2023-12-07 12:11
BGT09416,USR010,INC00245,900000,500000,250000,1650000,1400000,allowance,2024-04-19 03:26
BGT01679,USR026,INC09744,1500000,1000000,900000,3400000,2500000,allowance,2024-11-15 00:44
BGT03084,USR038,INC09898,2150000,1200000,750000,4100000,3350000,part_time,2023-08-30 10:19
BGT07615,USR032,INC09902,1150000,750000,550000,2450000,1900000,freelance,2024-09-20 13:22
BGT04300,USR073,INC07054,3650000,2050000,1350000,7050000,5700000,freelance,2024-03-12 11:04
BGT08347,USR060,INC05287,3600000,2050000,1500000rb,7150000rb,5650000,bonus,2023-10-11 22:44
BGT07661,USR072,INC02259,3300000,1600000,1250000,6150000,4900000,salary,2024-08-27 13:46
BGT05710,USR025,INC05836,,650000,250000,2000000,1750000,part_time,2024-07-17 12:55
BGT02710,USR039,INC05568,750000,500000,250000,1500000,1250000,internship,2024-12-06 18:13
BGT03062,USR036,INC05659,2050000,1250000,800000,4100000,3300000,part_time,
BGT03333,USR034,INC05384,1850000,1100000,950000,3900000,2950000,internship,2023-10-29 07:14
BGT08716,USR020,INC03981,1450000,900000,650000,3000000,2350000,part_time,2023-12-15 23:27
BGT07377,USR010,INC05871,1350000,950000,700000,3000000,2300000,allowance,2023-12-14 22:16
BGT06184,USR062,INC03750,4500000,2800000,2700000,9950000,7300000,investment_return,2023-01-24 05:28
BGT05119,USR039,INC09143,1700000,1250000,750000,3700000,2950000,FREELANCE,
BGT05727,USR070,INC02139,3100000,1600000,1250000,5950000,4700000,salary,23/05/2023 09:29
BGT05181,USR066,INC02557,2400000,1300000,700000,,3700000,bonus,2024-01-28 01:00
BGT06568,USR070,INC05353,4600000,3150000,1800000rb,9550000,7750000,bonus,2024-04-02 02:38
BGT02472,USR072,INC09261,2650000,1250000,850000,4750000,3900000,investment_return,2024-05-27 09:15
BGT06679,USR060,INC03619,3450000,2500000,1700000,7650000,5950000,salary,2023-06-24 23:12
BGT03515,USR010,INC06183,1300000,800000,800000,2900000,2100000,part_time,2023-10-22 13:43
BGT03297,USR044,INC02315,1550000,900000,1000000,3450000,2450000,business,2024-06-14 18:58
BGT09429,USR003,INC05198,1350000,800000,650000,2800000,2150000,scholarship,2024-03-11 15:18
BGT04727,USR075,INC08939,3400000,2000000,2000000,7400000,5400000,salary,2023-09-15 10:14
BGT07898,USR043,INC05940,1950000,1000000,850000,3800000,2950000,freelance,2023-09-10 05:24
BGT03633,USR035,INC01252,2450000,1650000,900000,5000000,4100000,part_time,2024-05-21 07:22
BGT09738,USR008,INC02713,1050000,700000,300000,2100000,1750000,scholarship,2024-03-07 20:30
BGT00643,USR069,INC02806,2100000,1400000,1000000,4450000,3500000,freelance,2023-11-04 04:35
BGT00304,USR038,INC08534,850000,550000,300000,1700000,1400000,freelance,2023-01-31 00:41
BGT08863,USR016,INC02574,850000,550000,500000,1900000,1400000,scholarship,2023-02-06 22:02
BGT09318,USR012,INC03659,1050000,650000,550000,2200000,1700000,allowance,2023-12-20 05:14
BGT06095,USR025,INC05820,1700000,1200000,750000,3650000,2900000,,2023-04-03 15:19
BGT03999,USR050,INC01499,2500000,1250000,950000,4700000,3750000,freelance,2023-06-23 06:06
BGT04001,USR047,INC03212,2400000,1650000,1150000,5200000,4050000,business,2024-05-05 15:59
BGT03171,USR015,INC00034,800000,450000,300000,1550000,1250000,allowance,2023/12/18 02:53
BGT01752,USR037,INC01216,1750000,1000000,700000,3400000,2750000,allowance,2023-10-10 02:30
BGT02276,USR041,INC08043,3350000,1800000,900000,6050000,5150000,bonus,2024-09-28 17:58
BGT00340,USR016,INC02374,1100000,650000,250000,2000000,1750000,allowance,2023-11-02 00:08
BGT08905,USR057,INC04794,1550000,850000,800000,3200000,2400000,freelance,2024-01-01 17:02
BGT07536,USR024,INC03960,800000,500000,,1500000,1300000,freelance,2023-01-06 04:35
BGT04667,USR061,INC03086,3200000,1800000,1250000,6250000,5000000,freelance,2023-04-03 01:20
BGT09162,USR069,INC06915,4350000,3250000,2300000,9900000,7600000,bonus,2024-03-23 16:08
BGT07674,USR036,INC01127,1650000,1100000,750000,3500000,2750000,freelance,2023-12-27 03:34
BGT00999,USR012,INC01843,1150000,800000,650000,2600000,1950000,allowance,2024-06-18 15:47
BGT09992,USR066,INC06555,2550000,1750000,1350000,5700000,4300000,bonus,2023-06-13 06:58
BGT02497,USR049,INC09415,2450000,1350000,850000,4600000,3800000,freelance,2024-02-08 21:32
BGT00063,USR047,INC02567,2650000,1600000,600000,4800000,4250000,salary,2023-07-12 19:06
BGT01182,USR060,INC03040,2300000,1450000,1450000,5200000,3750000,business,2024-10-08 12:31
BGT08896,USR053,INC01982,2950000,1450000,1200000,5600000,4400000,bonus,2023-03-14 13:16
BGT01606,USR001,INC04365,1000000,700000,,2200000,1700000,allowance,26/04/2023 21:26
BGT08884,USR048,INC01683,-3650000,2150000,1850000,7650000,5800000,freelance,2024-11-13 03:46
BGT08365,USR009,INC04225,1500000,800000,400000,2750000,2300000,scholarship,2024-03-20 00:37
BGT05668,USR033,INC09792,1400000,850000,600000,2900000,2250000,internship,
BGT01485,USR009,INC07285,750000,450000,150000,1350000,1200000,part_time,2023-07-13 14:24
BGT08239,USR019,INC02540,800000,500000,400000,1650000,1300000,allowance,2024-08-25 18:30
BGT00158,USR041,INC00558,2450000,1400000,900000,4750000,3850000,freelance,2024-10-27 22:00
BGT08571,USR057,INC04529,2500000,1600000,700000,4800000,4100000,business,2024-05-27 14:53
BGT05687,USR033,INC06738,900000,650000,450000,2000000,1550000,allowance,2023-07-24 18:57
BGT06367,USR026,INC00538,1300000,800000,450000,2550000,2100000,freelance,2024-04-27 23:19
BGT07522,USR045,INC03893,3400000,1850000rb,1950000,7200000,5250000,bonus,
BGT00963,USR047,INC07411,3050000,1850000,1050000,5950000,4900000,salary,2023-05-29 12:53
BGT09050,USR053,INC03314,2100000,1100000,1100000,4300000,3200000,salary,2023-04-11 20:46
BGT00178,USR070,INC06124,2700000,1500000,1300000,5500000,4200000,business,2023-10-29 07:52
BGT06462,USR068,INC06412,2950000,2050000,1000000,6000000,5000000,business,2023-10-28 22:56
BGT00602,USR031,INC00047,1700000,1000000,700000,3450000,3050000,allowance,2023-11-29 17:09
BGT02942,USR037,INC05183,,1400000,850000,4600000,3800000,freelance,2024-04-21 05:25
BGT07757,USR015,INC01758,550000,350000,150000,1000000,900000,part_time,2024-05-03 02:00
BGT00165,USR002,INC06905,1100000,700000,650000,2450000,1800000,part_time,2024-05-10 01:23
BGT00379,USR072,INC06198,2050000,1100000,900000,4000000,3150000,freelance,2023-08-09 11:55
BGT09637,USR026,INC01765,1850000,1050000,450000,,2900000,allowance,
BGT00449,USR067,INC07206,2450000,1600000,1150000,5200000,4050000,freelance,2024-02-22 08:40
BGT01589,USR028,INC00187,2400000,1500000,750000,4650000,3900000,part_time,2023-03-21 09:21
BGT01127,USR060,INC02242,3800000,2150000,1500000,7450000,5950000,FREELANCE,2023/08/26 19:35
BGT05526,USR011,INC09096,-1000000,650000,550000,2200000,1650000,scholarship,2024-08-06 20:54
BGT03243,USR064,INC00064,3700000,2100000,1750000,7550000,5800000,investment_return,2024-12-23 16:35
BGT00073,USR007,INC09283,1300000,750000,300000,2350000,2050000,allowance,2024-01-16 19:59
BGT00315,USR014,INC02955,,650000,500000,2400000,1900000,part_time,2023-01-26 16:30
BGT04799,USR050,INC06419,2600000,1600000,800000,5000000,4200000,bonus,2023-06-10 14:33
BGT05958,USR051,INC05079,2000000,1100000,1150000,4300000,3100000,freelance,2023-04-12 13:50
BGT06659,USR063,INC03983,5500000,3100000,1400000,10000000,8600000,salary,2023-03-05 04:03
BGT02773,USR019,INC08178,650000,450000,200000,1250000,1100000,part_time,2023-06-11 08:24
BGT03202,USR045,INC06629,1600000,1050000,1000000,3650000,2650000,freelance,2024-09-15 23:57
BGT02786,USR061,INC02565,3350000,1700000,1250000,6300000,3700000,bonus,2024-06-14 02:14
BGT03712,USR064,INC00859,3700000,2100000,1200000,6950000,5800000,investment_return,2023-08-10 20:24
BGT02984,USR019,INC00182,900000,600000,200000,1700000,1500000,scholarship,2023-06-14 15:54
BGT01630,USR023,INC08285,1100000,650000,400000,2150000rb,1750000,part_time,2023-05-16 13:38
BGT00684,USR029,INC06653,2150000rb,1450000,950000,4550000,3600000,allowance,2023-12-07 07:24
BGT05799,USR007,INC02052,1050000,650000,400000,2100000,1700000,scholarship,2023-09-10 08:21
BGT04619,USR009,INC05588,1500000,850000,500000,2850000,2350000,scholarship,2024-12-15 12:16
BGT08485,USR014,INC04306,1250000,750000,400000,2400000,2000000,scholarship,2023/12/12 07:48
BGT01605,USR073,INC07143,3450000,2100000,1950000,7450000,5550000,salary,2023-11-04 15:52
BGT04349,USR067,INC03459,3700000,1900000,1400000,6950000,5600000,investment_return,2023-12-18 21:01
BGT01174,USR026,INC00886,800000,550000,350000,1750000,1350000,internship,2023-09-14 22:09
BGT01460,USR011,INC01514,900000,500000,300000,1750000,1600000,scholarship,2024-02-21 08:23
BGT02102,USR071,INC08506,3750000,2650000,2100000,8500000,6400000,salary,2024-11-28 05:17
BGT03705,USR052,INC08094,2850000,1350000,1000000,5200000,4200000,salary,2024-03-20 03:30
BGT09918,USR074,INC05943,4400000,2550000,1200000,8150000,6950000,investment_return,2023-11-16 09:03
BGT06142,USR026,INC07701,2000000,1250000,500000,3750000,3250000,freelance,2023-02-22 23:53
BGT00136,USR008,INC03891,1450000,850000,450000,2750000,2300000,allowance,2023-07-06 07:05
BGT01056,USR034,INC08149,,550000,300000,1850000,1550000,freelance,2023-08-13 17:43
BGT07154,USR006,INC02799,550000,350000,250000,1150000,900000,allowance,2024-01-27 20:43
BGT05971,USR075,INC08670,3100000,1850000,1900000,6850000,4950000,freelance,2024-09-16 22:01
BGT07086,USR071,INC01227,5450000,3200000,1300000,9950000,8650000,investment_return,2023-06-23 16:21
BGT02286,USR021,INC01518,1000000,600000,550000,2150000,1600000,part_time,2023-02-24 06:46
BGT06230,USR025,INC02127,1900000,1100000,950000,4000000,3000000,internship,2024-10-27 15:46
BGT08232,USR022,INC00630,2200000,1350000,950000,4450000,3550000,internship,2024-03-18 20:40
BGT05770,USR053,INC05847,3400000,1750000,1300000,6450000,5150000,business,2024-10-23 14:57
BGT03371,USR047,INC03715,2650000,1800000,1550000,6050000,4450000,business,2023-08-15 17:58
BGT02900,USR058,INC06643,2750000,1650000,550000,4950000.00,4400000,salary,2024-12-11 04:12
BGT06948,USR010,INC09813,1400000,950000,650000,3000000,2350000,allowance,2024-02-17 17:11
BGT00367,USR012,INC01678,500000,300000,150000,1000000,800000,scholarship,2023-02-11 12:02
BGT06006,USR012,INC01628,500000,350000,150000,1000000,850000,allowance,2024-08-29 14:52
BGT09181,USR020,INC07455,1200000,800000,400000,2350000,2000000,allowance,2023-05-21 04:29
BGT08199,USR072,INC04592,4750000,2850000,2300000,9900000,7600000,investment_return,
BGT06790,USR030,INC02526,1900000,1050000,800000,3700000,2950000,ALLOWANCE,2023-06-12 17:34
BGT05013,USR041,INC00056,3400000,2600000,1700000,7700000,6000000,business,2023-12-21 03:46
BGT09727,USR021,INC06438,850000,500000,250000,,1350000,freelance,2023-07-21 15:01
BGT08454,USR060,INC06421,1550000,850000,700000,3100000rb,2400000,business,2023-05-01 12:21
BGT08602,USR009,INC02269,1350000,800000,750000,2900000,2150000,allowance,2024-01-29 13:30
BGT02624,USR073,INC00322,3050000,1850000,850000,5750000,4900000,bonus,2024-10-31 16:02
BGT04296,USR010,INC06300,1250000,750000,250000,2250000,2000000,ALLOWANCE,2024-12-31 11:36
BGT01581,USR073,INC04617,2150000,1150000,800000,4100000,3300000,SALARY,2023-07-09 06:27
BGT06872,USR062,INC07412,2500000,1600000,1200000,5300000,4100000,freelance,2024-02-16 16:49
BGT06553,USR043,INC05201,1900000,900000,750000,3550000,2800000,business,2024-12-31 17:32
BGT08089,USR034,INC04301,1800000,1200000,650000,3700000,3400000,allowance,2024-07-17 22:57
BGT03437,USR046,INC01493,1450000,950000,600000,3000000,2400000,bonus,2024-05-03 22:08
BGT06201,USR044,INC05309,3200000,2150000,1200000,6550000,5350000,bonus,2024-01-15 01:59
BGT09749,USR059,INC06992,3050000,1800000,1000000,5850000,4850000,business,2024-01-18 02:33
BGT00888,USR006,INC03480,1350000,750000,650000,2800000,2100000,part_time,2024-02-14 05:03
BGT01950,USR073,INC07818,2700000,1450000,850000,5000000,4150000,salary,2024-03-10 08:56
BGT07238,USR016,INC08675,1100000,700000,550000,2300000,1800000,part_time,2023-05-31 04:04
BGT06878,USR013,INC06486,800000,500000,350000,1650000,1300000,scholarship,2024-03-12 17:40
BGT02549,USR005,INC08937,650000,450000,250000,1350000,1100000,part_time,2024-05-21 14:25
BGT09685,USR016,INC00317,600000,400000,250000,1250000,1000000,allowance,2023-08-26 09:14
BGT08300,USR012,INC01559,1000000,500000,300000,1800000rb,1500000,allowance,18/03/2023 15:49
BGT03695,USR019,INC03556,-1350000,900000,650000,2850000,2250000,part_time,2024-05-12 05:42
BGT03674,USR032,INC04489,1950000,1200000,900000,4050000,3150000,freelance,2023-01-29 07:43
BGT00210,USR020,INC07216,900000,600000,400000,1950000,1500000,scholarship,2023-02-28 07:40
